[2022-03-31 08:03:56] local.ERROR: [Product] a0e4b3a3-c388-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (a0e4b3a3-c388-11eb-9c48-d89ef3099164, ?, ?, 963837, 2022-03-31 08:03:44, 2022-03-31 08:03:44))  
[2022-03-31 08:03:56] local.ERROR: [Product] 067f97c3-c383-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (067f97c3-c383-11eb-9c48-d89ef3099164, 35, ?, 934439, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 067f97cd-c383-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (067f97cd-c383-11eb-9c48-d89ef3099164, 35, ?, 954560, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 067f97d5-c383-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (067f97d5-c383-11eb-9c48-d89ef3099164, 35, ?, 954834, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 067f97d8-c383-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (067f97d8-c383-11eb-9c48-d89ef3099164, 35, ?, 954874, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 067f97db-c383-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (067f97db-c383-11eb-9c48-d89ef3099164, 35, ?, 954876, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 067f97df-c383-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (067f97df-c383-11eb-9c48-d89ef3099164, 35, ?, 954895, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 067f97e3-c383-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (067f97e3-c383-11eb-9c48-d89ef3099164, 35, ?, 963820, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 067f97e8-c383-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (067f97e8-c383-11eb-9c48-d89ef3099164, 35, ?, 963823, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 067f97f3-c383-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (067f97f3-c383-11eb-9c48-d89ef3099164, 35, ?, 963833, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 067f9803-c383-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (067f9803-c383-11eb-9c48-d89ef3099164, 35, ?, 963887, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 067f9805-c383-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (067f9805-c383-11eb-9c48-d89ef3099164, 35, ?, 963908, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 067f9812-c383-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (067f9812-c383-11eb-9c48-d89ef3099164, 35, ?, 964002, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 067f9815-c383-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (067f9815-c383-11eb-9c48-d89ef3099164, 35, ?, 964007, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 067f9817-c383-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (067f9817-c383-11eb-9c48-d89ef3099164, 35, ?, 964010, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] afdedb7d-c386-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (afdedb7d-c386-11eb-9c48-d89ef3099164, 43, ?, C02026 , 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] afdedb87-c386-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (afdedb87-c386-11eb-9c48-d89ef3099164, 43, ?, C02102, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] afdedb92-c386-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (afdedb92-c386-11eb-9c48-d89ef3099164, 43, ?, C03101, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] afdedb78-c386-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (afdedb78-c386-11eb-9c48-d89ef3099164, 43, ?, C02024, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] afdedb83-c386-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (afdedb83-c386-11eb-9c48-d89ef3099164, 43, ?, C02101, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] afdedb7e-c386-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (afdedb7e-c386-11eb-9c48-d89ef3099164, 43, ?, C02034 , 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] afdedb8c-c386-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (afdedb8c-c386-11eb-9c48-d89ef3099164, 43, ?, C02103, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] afdedb8d-c386-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (afdedb8d-c386-11eb-9c48-d89ef3099164, 43, ?, C03100, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] fe1d4f89-c386-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (fe1d4f89-c386-11eb-9c48-d89ef3099164, 36, ?, 6DR030, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] fe1d4f8d-c386-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (fe1d4f8d-c386-11eb-9c48-d89ef3099164, 36, ?, 6DS011, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] fe1d4f8e-c386-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (fe1d4f8e-c386-11eb-9c48-d89ef3099164, 36, ?, 6DS013 , 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] fe1d4f8f-c386-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (fe1d4f8f-c386-11eb-9c48-d89ef3099164, 36, ?, 6DS014 , 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] fe1d4f70-c386-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (fe1d4f70-c386-11eb-9c48-d89ef3099164, 36, ?, 6DL000 , 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] fe1d4f71-c386-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (fe1d4f71-c386-11eb-9c48-d89ef3099164, 36, ?, 6DL001 , 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] fe1d4f74-c386-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (fe1d4f74-c386-11eb-9c48-d89ef3099164, 36, ?, 6DL002 , 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] fe1d4f8c-c386-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (fe1d4f8c-c386-11eb-9c48-d89ef3099164, 36, ?, 6DS009 , 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] fe1d4f6f-c386-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (fe1d4f6f-c386-11eb-9c48-d89ef3099164, 36, ?, 6DG023 , 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] fe1d4f8a-c386-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (fe1d4f8a-c386-11eb-9c48-d89ef3099164, 36, ?, 6DS002 , 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] fe1d4f83-c386-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (fe1d4f83-c386-11eb-9c48-d89ef3099164, 36, ?, 6DN353 , 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] fe1d4f77-c386-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (fe1d4f77-c386-11eb-9c48-d89ef3099164, 36, ?, 6DM030 , 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] fe1d4f7f-c386-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (fe1d4f7f-c386-11eb-9c48-d89ef3099164, 36, ?, 6DN012 , 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] fe1d4f84-c386-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (fe1d4f84-c386-11eb-9c48-d89ef3099164, 36, ?, 6DQ001, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] fe1d4f85-c386-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (fe1d4f85-c386-11eb-9c48-d89ef3099164, 36, ?, 6DQ003, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] fe1d4f86-c386-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (fe1d4f86-c386-11eb-9c48-d89ef3099164, 36, ?, 6DR003 , 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] fe1d4f8b-c386-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (fe1d4f8b-c386-11eb-9c48-d89ef3099164, 36, ?, 6DS003 , 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] fe1d4f80-c386-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (fe1d4f80-c386-11eb-9c48-d89ef3099164, 36, ?, 6DN058 , 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 39b9218c-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (39b9218c-c385-11eb-9c48-d89ef3099164, 44, ?, C02070, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 39b92179-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (39b92179-c385-11eb-9c48-d89ef3099164, 44, ?, C01008, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 39b9218a-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (39b9218a-c385-11eb-9c48-d89ef3099164, 44, ?, C02069, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 39b92190-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (39b92190-c385-11eb-9c48-d89ef3099164, 44, ?, C02086, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 39b92188-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (39b92188-c385-11eb-9c48-d89ef3099164, 44, ?, C02067, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 39b92197-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (39b92197-c385-11eb-9c48-d89ef3099164, 44, ?, C03033, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 39b92175-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (39b92175-c385-11eb-9c48-d89ef3099164, 44, ?, C01004, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 39b9217f-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (39b9217f-c385-11eb-9c48-d89ef3099164, 44, ?, C01010, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 39b92182-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (39b92182-c385-11eb-9c48-d89ef3099164, 44, ?, C01011, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 39b92185-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (39b92185-c385-11eb-9c48-d89ef3099164, 44, ?, C01012, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 39b9217c-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (39b9217c-c385-11eb-9c48-d89ef3099164, 44, ?, C01009, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 39b92189-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (39b92189-c385-11eb-9c48-d89ef3099164, 44, ?, C02068, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 39b9218f-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (39b9218f-c385-11eb-9c48-d89ef3099164, 44, ?, C02071, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 39b92194-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (39b92194-c385-11eb-9c48-d89ef3099164, 44, ?, C03030, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 39b92195-c385-11eb-9c48-d89ef3099164: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (39b92195-c385-11eb-9c48-d89ef3099164, 44, ?, C03032, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 51d56e33-a388-41a9-8458-8d0ab15b86e9: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (51d56e33-a388-41a9-8458-8d0ab15b86e9, 37, ?, 910743, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 8240ec4c-51f5-4074-8cb2-ad8304a204e7: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (8240ec4c-51f5-4074-8cb2-ad8304a204e7, 37, ?, 260242, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 266be520-d4b9-4e1b-9206-bc85206d0625: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (266be520-d4b9-4e1b-9206-bc85206d0625, 37, ?, 900106, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 99616890-d39b-4c28-97a1-4ec4b538ebca: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (99616890-d39b-4c28-97a1-4ec4b538ebca, 37, ?, 900102, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] b56aafac-b26c-4838-a120-65498414c124: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (b56aafac-b26c-4838-a120-65498414c124, 37, ?, 900103, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] b156d59b-a88c-4613-a36b-3101041c6941: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (b156d59b-a88c-4613-a36b-3101041c6941, 37, ?, 902071, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 714b5a9c-eabd-43aa-a8c0-fe9039505aad: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (714b5a9c-eabd-43aa-a8c0-fe9039505aad, 37, ?, 902072, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 593d913b-535f-4b80-82da-e375f7016537: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (593d913b-535f-4b80-82da-e375f7016537, 37, ?, 910744, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 970cc7e1-38f9-4a43-b0b3-714964a2f241: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (970cc7e1-38f9-4a43-b0b3-714964a2f241, 37, ?, 910009, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 60dc76d2-a443-499e-89dc-70c1000b8871: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (60dc76d2-a443-499e-89dc-70c1000b8871, 37, ?, 930118, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
[2022-03-31 08:03:56] local.ERROR: [Product] 2cdad7dd-9f7f-42d3-8b0d-f673e85afeb1: SQLSTATE[HY000]: General error: 1364 Field 'user_id' doesn't have a default value (SQL: insert into `products` (`uuid`, `brand_id`, `manufacturer_id`, `article`, `updated_at`, `created_at`) values (2cdad7dd-9f7f-42d3-8b0d-f673e85afeb1, 37, ?, 960017, 2022-03-31 08:03:48, 2022-03-31 08:03:48))  
